31;8;2019;6;53;57;Monkey;0
31;8;2019;7;0;15;Monkey;0
31;8;2019;7;5;45;Monkey;5
31;8;2019;7;9;24;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;29;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;30;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;31;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;32;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;33;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;34;Monkey;5
31;8;2019;7;15;35;Monkey;5
31;8;2019;7;15;35;Monkey;5
31;8;2019;7;15;35;Monkey;5
31;8;2019;7;15;35;Monkey;5
31;8;2019;7;15;35;Monkey;5
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;21;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;22;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
31;8;2019;7;27;23;Monkey;1
